Unnamed: 0.1,Unnamed: 0,Title,Price,Location,Rooms,Area,Floor,District,Street,Price_per_m2,Segment,FloorCategory,AreaCategory
2131,2131,2-комнатная квартира · 54 м² · 2/5 этаж,32000000,"Медеуский р-н, Халиуллина",2,54.0,2,Медеуский р-н,Халиуллина,592592.5925925926,комфорт,низкий,средняя
2132,2132,3-комнатная квартира · 115 м² · 15/21 этаж,117000000,"Бостандыкский р-н, Аль-Фараби 27 — Сейфуллина",3,115.0,15,Бостандыкский р-н,Аль-Фараби 27 — Сейфуллина,1017391.304347826,элит,высокий,большая
2133,2133,2-комнатная квартира · 53 м² · 4/4 этаж,41500000,"Алмалинский р-н, Амангельды 50 — Казабекби сейфулина",2,53.0,4,Алмалинский р-н,Амангельды 50 — Казабекби сейфулина,783018.8679245283,элит,средний,средняя
2134,2134,2-комнатная квартира · 72 м² · 10/12 этаж,60000000,"Бостандыкский р-н, Рыскулбекова 28/1",2,72.0,10,Бостандыкский р-н,Рыскулбекова 28/1,833333.3333333334,элит,высокий,средняя
2135,2135,4-комнатная квартира · 124 м² · 12/16 этаж,128000000,"Бостандыкский р-н, Сатпаева 90/58",4,124.0,12,Бостандыкский р-н,Сатпаева 90/58,1032258.0645161291,элит,высокий,большая
2136,2136,1-комнатная квартира · 32 м² · 3/12 этаж,28500000,"Бостандыкский р-н, Торайгырова 21/1 — Мустафина",1,32.0,3,Бостандыкский р-н,Торайгырова 21/1 — Мустафина,890625.0,элит,низкий,малая
2137,2137,2-комнатная квартира · 68.64 м²,98200000,"Медеуский р-н, мкр Коктобе, Сагадат Нурмагамбетова 138/2",2,68.64,0,Медеуский р-н,"мкр Коктобе, Сагадат Нурмагамбетова 138/2",1430652.6806526806,элит,низкий,средняя
2138,2138,3-комнатная квартира · 65 м² · 19/20 этаж,50000000,"Бостандыкский р-н, Абая 160",3,65.0,19,Бостандыкский р-н,Абая 160,769230.7692307692,элит,высокий,средняя
2139,2139,3-комнатная квартира · 80 м² · 11/13 этаж,62000000,"Жетысуский р-н, Просп. Назарбаева",3,80.0,11,Жетысуский р-н,Просп. Назарбаева,775000.0,элит,высокий,большая
2140,2140,3-комнатная квартира · 69 м² · 5/9 этаж,31500000,"Турксибский р-н, мкр Кайрат 1 — Halyk arena",3,69.0,5,Турксибский р-н,мкр Кайрат 1 — Halyk arena,456521.73913043475,комфорт,средний,средняя
2141,2141,3-комнатная квартира · 92 м² · 8/10 этаж,46000000,"Наурызбайский р-н, Жунисова 8/9",3,92.0,8,Наурызбайский р-н,Жунисова 8/9,500000.0,комфорт,высокий,большая
2142,2142,4-комнатная квартира · 130 м² · 9/21 этаж,127000000,"Ауэзовский р-н, Аскарова 8 — Саина",4,130.0,9,Ауэзовский р-н,Аскарова 8 — Саина,976923.0769230769,элит,высокий,большая
2143,2143,3-комнатная квартира · 92 м² · 8/10 этаж,46000000,"Наурызбайский р-н, Жунисова 8/9",3,92.0,8,Наурызбайский р-н,Жунисова 8/9,500000.0,комфорт,высокий,большая
2144,2144,4-комнатная квартира · 130 м² · 9/21 этаж,127000000,"Ауэзовский р-н, Аскарова 8 — Саина",4,130.0,9,Ауэзовский р-н,Аскарова 8 — Саина,976923.0769230769,элит,высокий,большая
2145,2145,2-комнатная квартира · 86.4 м² · 1/4 этаж,121990000,"Бостандыкский р-н, Сыргабекова 55",2,86.4,1,Бостандыкский р-н,Сыргабекова 55,1411921.2962962962,элит,низкий,большая
2146,2146,2-комнатная квартира · 43 м² · 1/2 этаж,24000000,"Жетысуский р-н, мкр Кулагер, Омарова 51 б — Омарова 51 б",2,43.0,1,Жетысуский р-н,"мкр Кулагер, Омарова 51 б — Омарова 51 б",558139.5348837209,комфорт,низкий,малая
2147,2147,1-комнатная квартира · 40 м² · 1/5 этаж,30500000,"Жетысуский р-н, мкр Айнабулак-3",1,40.0,1,Жетысуский р-н,мкр Айнабулак-3,762500.0,элит,низкий,малая
2148,2148,1-комнатная квартира · 40 м² · 9/9 этаж,27500000,"Ауэзовский р-н, мкр Аксай-4 39",1,40.0,9,Ауэзовский р-н,мкр Аксай-4 39,687500.0,комфорт,высокий,малая
2149,2149,1-комнатная квартира · 15.3 м² · 2/3 этаж,13000000,"Жетысуский р-н, мкр Дорожник 8 — Ш. Северное Кольцо",1,15.3,2,Жетысуский р-н,мкр Дорожник 8 — Ш. Северное Кольцо,849673.202614379,элит,низкий,малая
2150,2150,4-комнатная квартира · 130 м² · 9/21 этаж,127000000,"Ауэзовский р-н, Аскарова 8 — Саина",4,130.0,9,Ауэзовский р-н,Аскарова 8 — Саина,976923.0769230769,элит,высокий,большая
2151,2151,1-комнатная квартира · 32.1 м² · 7/9 этаж,27400000,"Бостандыкский р-н, Жандосова 34а — Ауэзова",1,32.1,7,Бостандыкский р-н,Жандосова 34а — Ауэзова,853582.554517134,элит,средний,малая
2152,2152,3-комнатная квартира · 102 м² · 9/15 этаж,85000000,"Бостандыкский р-н, Навои 208/8 — Торайгырова",3,102.0,9,Бостандыкский р-н,Навои 208/8 — Торайгырова,833333.3333333334,элит,высокий,большая
2153,2153,3-комнатная квартира · 129 м² · 8/16 этаж,103000000,"Бостандыкский р-н, Аль-Фараби 53",3,129.0,8,Бостандыкский р-н,Аль-Фараби 53,798449.6124031008,элит,высокий,большая
2154,2154,2-комнатная квартира · 46 м² · 3/5 этаж,20200000,"Алатауский р-н, мкр Коккайнар, Басаркобыз 1/15",2,46.0,3,Алатауский р-н,"мкр Коккайнар, Басаркобыз 1/15",439130.4347826087,комфорт,низкий,малая
2155,2155,3-комнатная квартира · 79 м² · 9/17 этаж,67000000,"Бостандыкский р-н, Жандосова 94А",3,79.0,9,Бостандыкский р-н,Жандосова 94А,848101.2658227849,элит,высокий,средняя
2156,2156,2-комнатная квартира · 46.82 м²,36940980,"Алатауский р-н, Ботакоз 2/1",2,46.82,0,Алатауский р-н,Ботакоз 2/1,789000.0,элит,низкий,малая
2157,2157,2-комнатная квартира · 52 м² · 1/13 этаж,38000000,"Алмалинский р-н, Толе би 189/3 — Гагарина",2,52.0,1,Алмалинский р-н,Толе би 189/3 — Гагарина,730769.2307692308,элит,низкий,средняя
2158,2158,3-комнатная квартира · 81 м² · 2/12 этаж,66500000,"Медеуский р-н, Проспект Достык 33 — Карасай батыра",3,81.0,2,Медеуский р-н,Проспект Достык 33 — Карасай батыра,820987.6543209876,элит,низкий,большая
2159,2159,1-комнатная квартира · 31 м² · 1/5 этаж,26000000,"Медеуский р-н, Макатаева — Уалиханова",1,31.0,1,Медеуский р-н,Макатаева — Уалиханова,838709.6774193548,элит,низкий,малая
2160,2160,1-комнатная квартира · 31 м² · 1/4 этаж,23000000,"Ауэзовский р-н, мкр №10 А 6 — Шаляпина-Саина",1,31.0,1,Ауэзовский р-н,мкр №10 А 6 — Шаляпина-Саина,741935.4838709678,элит,низкий,малая
2161,2161,3-комнатная квартира · 71 м² · 13/13 этаж,40000000,"Алатауский р-н, мкр Нуркент, Алгабас-1 68",3,71.0,13,Алатауский р-н,"мкр Нуркент, Алгабас-1 68",563380.2816901408,комфорт,высокий,средняя
2162,2162,2-комнатная квартира · 74.24 м²,89088000,"Алмалинский р-н, Ади Шарипова 100",2,74.24,0,Алмалинский р-н,Ади Шарипова 100,1200000.0,элит,низкий,средняя
2163,2163,3-комнатная квартира · 100 м² · 1/4 этаж,75000000,"Наурызбайский р-н, Ашимова — Шаляпина",3,100.0,1,Наурызбайский р-н,Ашимова — Шаляпина,750000.0,элит,низкий,большая
