Unnamed: 0.1,Unnamed: 0,Title,Price,Location,Rooms,Area,Floor,District,Street,Price_per_m2,Segment,FloorCategory,AreaCategory
2011,2011,1-комнатная квартира · 37.5 м²,25912500,"Турксибский р-н, Тараз 8/1",1,37.5,0,Турксибский р-н,Тараз 8/1,691000.0,комфорт,низкий,малая
2012,2012,1-комнатная квартира · 50.3 м² · 7/10 этаж,55900000,"Медеуский р-н, Барибаева 43/2",1,50.3,7,Медеуский р-н,Барибаева 43/2,1111332.0079522864,элит,средний,средняя
2013,2013,2-комнатная квартира · 53.5 м² · 3/5 этаж,46700000,"Алмалинский р-н, Толе би 113 — Шагабутдинова",2,53.5,3,Алмалинский р-н,Толе би 113 — Шагабутдинова,872897.1962616822,элит,низкий,средняя
2014,2014,4-комнатная квартира · 146 м² · 15/19 этаж,123000000,"Алмалинский р-н, Курмангазы 145 — Кожамкулова-Курмангазы",4,146.0,15,Алмалинский р-н,Курмангазы 145 — Кожамкулова-Курмангазы,842465.7534246575,элит,высокий,большая
2015,2015,4-комнатная квартира · 101.5 м² · 3/5 этаж,110000000,"Алмалинский р-н, Наурызбай батыра — Шевченко",4,101.5,3,Алмалинский р-н,Наурызбай батыра — Шевченко,1083743.842364532,элит,низкий,большая
2016,2016,3-комнатная квартира · 75 м² · 4/9 этаж,57000000,"Бостандыкский р-н, Розыбакиева — Между Сатпаева/Мынбаева",3,75.0,4,Бостандыкский р-н,Розыбакиева — Между Сатпаева/Мынбаева,760000.0,элит,средний,средняя
2017,2017,1-комнатная квартира · 37 м² · 3/12 этаж,27000000,"Алатауский р-н, мкр Акбулак, 1-я улица 103 — Напротив Алматы арена",1,37.0,3,Алатауский р-н,"мкр Акбулак, 1-я улица 103 — Напротив Алматы арена",729729.7297297297,элит,низкий,малая
2018,2018,2-комнатная квартира · 41 м² · 3/4 этаж,27500000,"Бостандыкский р-н, Джандарбекова",2,41.0,3,Бостандыкский р-н,Джандарбекова,670731.7073170731,комфорт,низкий,малая
2019,2019,2-комнатная квартира · 69 м² · 8/12 этаж,35000000,"Алатауский р-н, мкр Нуркент, Алгабас-1 65 — Рыскулова Момышулы",2,69.0,8,Алатауский р-н,"мкр Нуркент, Алгабас-1 65 — Рыскулова Момышулы",507246.3768115942,комфорт,высокий,средняя
2020,2020,3-комнатная квартира · 75 м² · 6/9 этаж,45000000,"Жетысуский р-н, Райымбека",3,75.0,6,Жетысуский р-н,Райымбека,600000.0,комфорт,средний,средняя
2021,2021,1-комнатная квартира · 43 м² · 9/9 этаж,26500000,"Турксибский р-н, мкр Кайрат, ПК Кунаева 501/20",1,43.0,9,Турксибский р-н,"мкр Кайрат, ПК Кунаева 501/20",616279.0697674418,комфорт,высокий,малая
2022,2022,3-комнатная квартира · 79.4 м²,45000000,"Ауэзовский р-н, мкр Аксай-3А 89 — Толе би Момышулы",3,79.4,0,Ауэзовский р-н,мкр Аксай-3А 89 — Толе би Момышулы,566750.6297229219,комфорт,низкий,средняя
2023,2023,1-комнатная квартира · 36 м² · 3/4 этаж,24900000,"Турксибский р-н, Менжинского 59",1,36.0,3,Турксибский р-н,Менжинского 59,691666.6666666666,комфорт,низкий,малая
2024,2024,2-комнатная квартира · 65 м² · 10/10 этаж,31500000,"Турксибский р-н, Сейфуллина 51/26 — Кассина",2,65.0,10,Турксибский р-н,Сейфуллина 51/26 — Кассина,484615.3846153846,комфорт,высокий,средняя
2025,2025,1-комнатная квартира · 49 м² · 13/16 этаж,43500000,"Бостандыкский р-н, Торайгырова 19а",1,49.0,13,Бостандыкский р-н,Торайгырова 19а,887755.1020408163,элит,высокий,малая
2026,2026,2-комнатная квартира · 60 м² · 9/12 этаж,57000000,"Ауэзовский р-н, Утеген батыра 11",2,60.0,9,Ауэзовский р-н,Утеген батыра 11,950000.0,элит,высокий,средняя
2027,2027,2-комнатная квартира · 64.8 м² · 10/19 этаж,46000000,"Алмалинский р-н, Брусиловского 167",2,64.8,10,Алмалинский р-н,Брусиловского 167,709876.5432098766,элит,высокий,средняя
2028,2028,2-комнатная квартира · 67 м² · 4/9 этаж,75500000,"Алмалинский р-н, Макатаева 17б/1 — Макатаева",2,67.0,4,Алмалинский р-н,Макатаева 17б/1 — Макатаева,1126865.671641791,элит,средний,средняя
2029,2029,2-комнатная квартира · 102 м² · 1/4 этаж,95370000,"Наурызбайский р-н, мкр Рахат, Мкр.Рахат, ул.Культобе уч.№1, уч№24",2,102.0,1,Наурызбайский р-н,"мкр Рахат, Мкр.Рахат, ул.Культобе уч.№1, уч№24",935000.0,элит,низкий,большая
2030,2030,3-комнатная квартира · 75 м² · 7/8 этаж,46000000,"Бостандыкский р-н, Абая 204 — Абая Тлендиева ( Софья Ковалевская)",3,75.0,7,Бостандыкский р-н,Абая 204 — Абая Тлендиева ( Софья Ковалевская),613333.3333333334,комфорт,средний,средняя
2031,2031,3-комнатная квартира · 75 м² · 7/9 этаж,63500000,"Бостандыкский р-н, Мынбаева 38 — Ауэзова",3,75.0,7,Бостандыкский р-н,Мынбаева 38 — Ауэзова,846666.6666666666,элит,средний,средняя
2032,2032,5-комнатная квартира · 203 м² · 9/9 этаж,175000000,"Медеуский р-н, Кабанбай батыра 51",5,203.0,9,Медеуский р-н,Кабанбай батыра 51,862068.9655172414,элит,высокий,большая
2033,2033,2-комнатная квартира · 54 м²,37000000,"Ауэзовский р-н, мкр Аксай-3А 80 — car city",2,54.0,0,Ауэзовский р-н,мкр Аксай-3А 80 — car city,685185.1851851852,комфорт,низкий,средняя
2034,2034,1-комнатная квартира · 13.2 м² · 2/4 этаж,14300000,"Алмалинский р-н, Шарипова 120 — Абая, Байтурсынова",1,13.2,2,Алмалинский р-н,"Шарипова 120 — Абая, Байтурсынова",1083333.3333333335,элит,низкий,малая
2035,2035,2-комнатная квартира · 47 м² · 9/10 этаж,27000000,"Наурызбайский р-н, мкр Шугыла, Жунисова 14 — Толе би - Жунисова",2,47.0,9,Наурызбайский р-н,"мкр Шугыла, Жунисова 14 — Толе би - Жунисова",574468.085106383,комфорт,высокий,малая
2036,2036,1-комнатная квартира · 47 м² · 7/9 этаж,26000000,"Жетысуский р-н, мкр Кулагер 28",1,47.0,7,Жетысуский р-н,мкр Кулагер 28,553191.4893617021,комфорт,средний,малая
2037,2037,5-комнатная квартира · 175 м² · 1/2 этаж,154000000,"Наурызбайский р-н, мкр Рахат, Мкр.Рахат, ул.Культобе уч.№1, уч№24",5,175.0,1,Наурызбайский р-н,"мкр Рахат, Мкр.Рахат, ул.Культобе уч.№1, уч№24",880000.0,элит,низкий,большая
2038,2038,2-комнатная квартира · 57.1 м² · 1/6 этаж,33000000,"Алатауский р-н, мкр Самгау, Ырысты 46/13 — Рыскулова Петрова",2,57.1,1,Алатауский р-н,"мкр Самгау, Ырысты 46/13 — Рыскулова Петрова",577933.4500875657,комфорт,низкий,средняя
2039,2039,3-комнатная квартира · 86 м² · 3/5 этаж,55000000,"Наурызбайский р-н, мкр Тастыбулак, Набережная — SWISS HOTEL",3,86.0,3,Наурызбайский р-н,"мкр Тастыбулак, Набережная — SWISS HOTEL",639534.8837209302,комфорт,низкий,большая
2040,2040,1-комнатная квартира · 38 м² · 8/9 этаж,22500000,"Жетысуский р-н, мкр Кулагер 6",1,38.0,8,Жетысуский р-н,мкр Кулагер 6,592105.2631578947,комфорт,высокий,малая
2041,2041,2-комнатная квартира · 66 м² · 1/9 этаж,38000000,"Турксибский р-н, мкр Кайрат, 151/20 — Хмельницкий",2,66.0,1,Турксибский р-н,"мкр Кайрат, 151/20 — Хмельницкий",575757.5757575758,комфорт,низкий,средняя
2042,2042,2-комнатная квартира · 56 м² · 2/9 этаж,36000000,"Алмалинский р-н, Толе би — Розыбакиева",2,56.0,2,Алмалинский р-н,Толе би — Розыбакиева,642857.1428571428,комфорт,низкий,средняя
2043,2043,3-комнатная квартира · 59 м² · 3/4 этаж,36500000,"Ауэзовский р-н, мкр №7",3,59.0,3,Ауэзовский р-н,мкр №7,618644.0677966102,комфорт,низкий,средняя
2044,2044,3-комнатная квартира · 60 м² · 4/5 этаж,40000000,"Ауэзовский р-н, Саина 4 — Раймбека саина",3,60.0,4,Ауэзовский р-н,Саина 4 — Раймбека саина,666666.6666666666,комфорт,средний,средняя
2045,2045,2-комнатная квартира · 52 м² · 11/12 этаж,59000000,"Бостандыкский р-н, Гагарина 311",2,52.0,11,Бостандыкский р-н,Гагарина 311,1134615.3846153845,элит,высокий,средняя
2046,2046,3-комнатная квартира · 65 м² · 2/5 этаж,49500000,"Бостандыкский р-н, мкр Алмагуль 11",3,65.0,2,Бостандыкский р-н,мкр Алмагуль 11,761538.4615384615,элит,низкий,средняя
2047,2047,3-комнатная квартира · 100 м² · 9/10 этаж,43000000,"Ауэзовский р-н, Толе би 285 — Толе би Матезалки",3,100.0,9,Ауэзовский р-н,Толе би 285 — Толе би Матезалки,430000.0,комфорт,высокий,большая
2048,2048,2-комнатная квартира · 64.4 м² · 5/5 этаж,36000000,"Алатауский р-н, мкр Алгабас, 7",2,64.4,5,Алатауский р-н,"мкр Алгабас, 7",559006.2111801242,комфорт,средний,средняя
2049,2049,3-комнатная квартира · 130 м² · 8/8 этаж,154000000,"Бостандыкский р-н, Мкр. Мирас 157",3,130.0,8,Бостандыкский р-н,Мкр. Мирас 157,1184615.3846153845,элит,высокий,большая
2050,2050,2-комнатная квартира · 45 м² · 6/13 этаж,32450000,"Ауэзовский р-н, Райымбека 348/1 — Сайран",2,45.0,6,Ауэзовский р-н,Райымбека 348/1 — Сайран,721111.1111111111,элит,средний,малая
2051,2051,3-комнатная квартира · 138 м² · 13/16 этаж,57000000,"Наурызбайский р-н, мкр Шугыла, Жуалы",3,138.0,13,Наурызбайский р-н,"мкр Шугыла, Жуалы",413043.47826086957,комфорт,высокий,большая
2052,2052,2-комнатная квартира · 62 м² · 2/12 этаж,49000000,"Алмалинский р-н, Варламова 1 — Карасай батыра",2,62.0,2,Алмалинский р-н,Варламова 1 — Карасай батыра,790322.5806451613,элит,низкий,средняя
2053,2053,4-комнатная квартира · 97.5 м² · 4/6 этаж,88000000,"Медеуский р-н, мкр Самал-3 3 — Достык-Кажымукана",4,97.5,4,Медеуский р-н,мкр Самал-3 3 — Достык-Кажымукана,902564.1025641026,элит,средний,большая
2054,2054,2-комнатная квартира · 45.1 м² · 4/4 этаж,36000000,"Медеуский р-н, Уалиханова — Макатаева",2,45.1,4,Медеуский р-н,Уалиханова — Макатаева,798226.1640798226,элит,средний,малая
2055,2055,3-комнатная квартира · 93.2 м² · 2/8 этаж,91900000,"Медеуский р-н, Омаровой 31/1",3,93.2,2,Медеуский р-н,Омаровой 31/1,986051.5021459227,элит,низкий,большая
2056,2056,3-комнатная квартира · 165 м² · 3/4 этаж,325000000,"Медеуский р-н, мкр Горный Гигант, Игишева",3,165.0,3,Медеуский р-н,"мкр Горный Гигант, Игишева",1969696.9696969697,элит,низкий,большая
2057,2057,1-комнатная квартира · 46 м² · 12/12 этаж,35000000,"Бостандыкский р-н, Рыскулбекова 28/9",1,46.0,12,Бостандыкский р-н,Рыскулбекова 28/9,760869.5652173914,элит,высокий,малая
2058,2058,3-комнатная квартира · 93 м² · 12/12 этаж,60000000,"Алмалинский р-н, Толе би 273/5",3,93.0,12,Алмалинский р-н,Толе би 273/5,645161.2903225806,комфорт,высокий,большая
2059,2059,2-комнатная квартира · 70 м² · 3/9 этаж,36500000,"Алатауский р-н, мкр Акбулак, Чуланова 157 — Мкр Акбулак",2,70.0,3,Алатауский р-н,"мкр Акбулак, Чуланова 157 — Мкр Акбулак",521428.5714285714,комфорт,низкий,средняя
2060,2060,2-комнатная квартира · 53 м²,32000000,"Медеуский р-н, Кульжинский тракт — Рядом с Халык Ареной",2,53.0,0,Медеуский р-н,Кульжинский тракт — Рядом с Халык Ареной,603773.5849056604,комфорт,низкий,средняя
2061,2061,2-комнатная квартира · 90 м² · 8/18 этаж,61000000,"Бостандыкский р-н, Гагарина 133/1",2,90.0,8,Бостандыкский р-н,Гагарина 133/1,677777.7777777778,комфорт,высокий,большая
2062,2062,4-комнатная квартира · 188.07 м²,310315500,"Медеуский р-н, Городская 3",4,188.07,0,Медеуский р-н,Городская 3,1650000.0,элит,низкий,большая
2063,2063,3-комнатная квартира · 73 м² · 7/9 этаж,52500000,"Ауэзовский р-н, мкр Жетысу-2 50",3,73.0,7,Ауэзовский р-н,мкр Жетысу-2 50,719178.0821917808,элит,средний,средняя
2064,2064,2-комнатная квартира · 71.2 м² · 1/9 этаж,25500000,"Жетысуский р-н, мкр Кокжиек, Жолымбет 65",2,71.2,1,Жетысуский р-н,"мкр Кокжиек, Жолымбет 65",358146.06741573033,эконом,низкий,средняя
2065,2065,2-комнатная квартира · 39 м² · 4/4 этаж,26500000,"Бостандыкский р-н, ул. Санаторий Алматы 1 — Выше Аль-Фараби по Аскарова",2,39.0,4,Бостандыкский р-н,ул. Санаторий Алматы 1 — Выше Аль-Фараби по Аскарова,679487.1794871795,комфорт,средний,малая
2066,2066,2-комнатная квартира · 61.36 м² · 5/10 этаж,35500000,"Ауэзовский р-н, Утеген батыр 7/9 — Толе би",2,61.36,5,Ауэзовский р-н,Утеген батыр 7/9 — Толе би,578552.8031290743,комфорт,средний,средняя
2067,2067,3-комнатная квартира · 179.2 м² · 13/13 этаж,158000000,"Бостандыкский р-н, Розыбакиева 247",3,179.2,13,Бостандыкский р-н,Розыбакиева 247,881696.4285714286,элит,высокий,большая
2068,2068,1-комнатная квартира · 35 м² · 9/9 этаж,17000000,"Наурызбайский р-н, мкр Шугыла, Мкрн Шугыла 24",1,35.0,9,Наурызбайский р-н,"мкр Шугыла, Мкрн Шугыла 24",485714.28571428574,комфорт,высокий,малая
2069,2069,3-комнатная квартира · 77.8 м² · 9/10 этаж,40000000,"Алатауский р-н, мкр Аккент 62",3,77.8,9,Алатауский р-н,мкр Аккент 62,514138.8174807198,комфорт,высокий,средняя
2070,2070,2-комнатная квартира · 62 м² · 2/5 этаж,65000000,"Медеуский р-н, Достык 294/2 — Достык / Чайкиной",2,62.0,2,Медеуский р-н,Достык 294/2 — Достык / Чайкиной,1048387.0967741936,элит,низкий,средняя
2071,2071,1-комнатная квартира · 40 м² · 8/12 этаж,29500000,"Наурызбайский р-н, Коктерек 139/7",1,40.0,8,Наурызбайский р-н,Коктерек 139/7,737500.0,элит,высокий,малая
2072,2072,2-комнатная квартира · 58.9 м² · 15/15 этаж,65000000,"Алмалинский р-н, Наурызбай батыра 50 — Жибек Жолы",2,58.9,15,Алмалинский р-н,Наурызбай батыра 50 — Жибек Жолы,1103565.365025467,элит,высокий,средняя
2073,2073,4-комнатная квартира · 93.3 м² · 1/9 этаж,78000000,"Бостандыкский р-н, мкр Алмагуль — Жарокова",4,93.3,1,Бостандыкский р-н,мкр Алмагуль — Жарокова,836012.8617363344,элит,низкий,большая
2074,2074,1-комнатная квартира · 39 м² · 3/6 этаж,20000000,"Жетысуский р-н, мкр Кокжиек 23",1,39.0,3,Жетысуский р-н,мкр Кокжиек 23,512820.5128205128,комфорт,низкий,малая
2075,2075,2-комнатная квартира · 50 м² · 15/16 этаж,41800000,"Медеуский р-н, Кунаева",2,50.0,15,Медеуский р-н,Кунаева,836000.0,элит,высокий,средняя
2076,2076,1-комнатная квартира · 43 м² · 8/9 этаж,31000000,"Жетысуский р-н, Райымбек 247Б",1,43.0,8,Жетысуский р-н,Райымбек 247Б,720930.2325581395,элит,высокий,малая
2077,2077,1-комнатная квартира · 39.4 м² · 2/12 этаж,37900000,"Алмалинский р-н, Райымбека 210/3 — Ауэзова",1,39.4,2,Алмалинский р-н,Райымбека 210/3 — Ауэзова,961928.9340101524,элит,низкий,малая
2078,2078,3-комнатная квартира · 160 м² · 19/22 этаж,145000000,"Бостандыкский р-н, Бухар жырау 27/5",3,160.0,19,Бостандыкский р-н,Бухар жырау 27/5,906250.0,элит,высокий,большая
2079,2079,2-комнатная квартира · 64 м² · 4/5 этаж,49900000,"Ауэзовский р-н, мкр №11 — Алтынсарина жандосова",2,64.0,4,Ауэзовский р-н,мкр №11 — Алтынсарина жандосова,779687.5,элит,средний,средняя
2080,2080,2-комнатная квартира · 60.4 м² · 2/5 этаж,29500000,"Жетысуский р-н, мкр Кокжиек, Геологов 10 Б — Камаз Центр",2,60.4,2,Жетысуский р-н,"мкр Кокжиек, Геологов 10 Б — Камаз Центр",488410.5960264901,комфорт,низкий,средняя
2081,2081,3-комнатная квартира · 73 м² · 2/12 этаж,59000000,"Алатауский р-н, мкр Акбулак, Дарабоз 1-83 — момушулы",3,73.0,2,Алатауский р-н,"мкр Акбулак, Дарабоз 1-83 — момушулы",808219.1780821917,элит,низкий,средняя
2082,2082,2-комнатная квартира · 60.5 м² · 14/16 этаж,52500000,"Ауэзовский р-н, Навои 37",2,60.5,14,Ауэзовский р-н,Навои 37,867768.5950413223,элит,высокий,средняя
2083,2083,3-комнатная квартира · 90 м² · 7/13 этаж,73000000,"Ауэзовский р-н, Шаляпина 1/18к5 — Саина",3,90.0,7,Ауэзовский р-н,Шаляпина 1/18к5 — Саина,811111.1111111111,элит,средний,большая
2084,2084,3-комнатная квартира · 102.6 м² · 1/9 этаж,76000000,"Ауэзовский р-н, Токтабаева 13 — Таугуль-1, 13",3,102.6,1,Ауэзовский р-н,"Токтабаева 13 — Таугуль-1, 13",740740.7407407408,элит,низкий,большая
2085,2085,2-комнатная квартира · 39.9 м² · 2/4 этаж,29000000,"Бостандыкский р-н, Радостовца 152б",2,39.9,2,Бостандыкский р-н,Радостовца 152б,726817.0426065163,элит,низкий,малая
2086,2086,1-комнатная квартира · 27 м² · 6/10 этаж,17400000,"Наурызбайский р-н, мкр Шугыла, Жунисова 12 — Толеби-Алатау",1,27.0,6,Наурызбайский р-н,"мкр Шугыла, Жунисова 12 — Толеби-Алатау",644444.4444444445,комфорт,средний,малая
2087,2087,3-комнатная квартира · 58 м² · 1/2 этаж,40000000,"Жетысуский р-н, Тохтарова — Акпаева -Тохтарова",3,58.0,1,Жетысуский р-н,Тохтарова — Акпаева -Тохтарова,689655.1724137932,комфорт,низкий,средняя
2088,2088,4-комнатная квартира · 112 м² · 10/13 этаж,95000000,"Бостандыкский р-н, Ходжанова 8",4,112.0,10,Бостандыкский р-н,Ходжанова 8,848214.2857142857,элит,высокий,большая
2089,2089,2-комнатная квартира · 73.5 м² · 1/4 этаж,51000000,"Турксибский р-н, мкр Кайрат, мкр. Кайрат, 152/1 152/1",2,73.5,1,Турксибский р-н,"мкр Кайрат, мкр. Кайрат, 152/1 152/1",693877.5510204082,комфорт,низкий,средняя
2090,2090,3-комнатная квартира · 72 м² · 4/9 этаж,57000000,"Бостандыкский р-н, Сатпаева 79",3,72.0,4,Бостандыкский р-н,Сатпаева 79,791666.6666666666,элит,средний,средняя
2091,2091,1-комнатная квартира · 20 м² · 3/3 этаж,12000000,"Жетысуский р-н, Желтоксан 24 — Райымбека",1,20.0,3,Жетысуский р-н,Желтоксан 24 — Райымбека,600000.0,комфорт,низкий,малая
2092,2092,3-комнатная квартира · 74 м² · 5/9 этаж,28500000,"Жетысуский р-н, мкр Кемел (Первомайское), Жолымбет 42/5",3,74.0,5,Жетысуский р-н,"мкр Кемел (Первомайское), Жолымбет 42/5",385135.13513513515,эконом,средний,средняя
2093,2093,1-комнатная квартира · 31 м² · 2/5 этаж,28500000,"Алмалинский р-н, Маметова 72 — Маметова, наурызбай батыра",1,31.0,2,Алмалинский р-н,"Маметова 72 — Маметова, наурызбай батыра",919354.8387096775,элит,низкий,малая
2094,2094,3-комнатная квартира · 75 м² · 7/9 этаж,46500000,"Ауэзовский р-н, мкр Таугуль-1 70",3,75.0,7,Ауэзовский р-н,мкр Таугуль-1 70,620000.0,комфорт,средний,средняя
2095,2095,2-комнатная квартира · 65 м² · 12/12 этаж,85000000,"Алмалинский р-н, Наурызбай батыра 107/113 — Абая",2,65.0,12,Алмалинский р-н,Наурызбай батыра 107/113 — Абая,1307692.3076923077,элит,высокий,средняя
2096,2096,3-комнатная квартира · 110 м² · 7/12 этаж,123000000,"Алмалинский р-н, Ислам Каримов 203 — Абай даңғылы",3,110.0,7,Алмалинский р-н,Ислам Каримов 203 — Абай даңғылы,1118181.8181818181,элит,средний,большая
2097,2097,3-комнатная квартира · 69.4 м² · 6/10 этаж,39500000,"Наурызбайский р-н, мкр Шугыла, Жунисова",3,69.4,6,Наурызбайский р-н,"мкр Шугыла, Жунисова",569164.265129683,комфорт,средний,средняя
2098,2098,3-комнатная квартира · 56 м²,44000000,"Бостандыкский р-н, Тургут Озала",3,56.0,0,Бостандыкский р-н,Тургут Озала,785714.2857142857,элит,низкий,средняя
2099,2099,3-комнатная квартира · 106 м² · 1/3 этаж,106000000,Ремизовка 6,3,106.0,1,,,1000000.0,элит,низкий,большая
2100,2100,2-комнатная квартира · 33 м² · 5/6 этаж,28700000,"Бостандыкский р-н, Кенесары хана 83/6 — улица Кенесары хана",2,33.0,5,Бостандыкский р-н,Кенесары хана 83/6 — улица Кенесары хана,869696.9696969697,элит,средний,малая
2101,2101,1-комнатная квартира · 40 м² · 4/6 этаж,23500000,"Наурызбайский р-н, мкр Шугыла, проспект Алатау 2/13к18 — Проспект Алатау, Улица Жунисалиева",1,40.0,4,Наурызбайский р-н,"мкр Шугыла, проспект Алатау 2/13к18 — Проспект Алатау, Улица Жунисалиева",587500.0,комфорт,средний,малая
2102,2102,2-комнатная квартира · 38 м² · 2/2 этаж,23000000,"Жетысуский р-н, Таирова 56 — Мех комбинат",2,38.0,2,Жетысуский р-н,Таирова 56 — Мех комбинат,605263.1578947369,комфорт,низкий,малая
2103,2103,1-комнатная квартира · 32 м² · 2/4 этаж,30000000,"Алмалинский р-н, Уалиханова — Курмангазы",1,32.0,2,Алмалинский р-н,Уалиханова — Курмангазы,937500.0,элит,низкий,малая
2104,2104,2-комнатная квартира · 35.4 м² · 1/2 этаж,36000000,"Бостандыкский р-н, мкр Коктем-1, Минусинская",2,35.4,1,Бостандыкский р-н,"мкр Коктем-1, Минусинская",1016949.1525423729,элит,низкий,малая
2105,2105,4-комнатная квартира · 164 м² · 17/19 этаж,255000000,"Бостандыкский р-н, Аль-Фараби 41",4,164.0,17,Бостандыкский р-н,Аль-Фараби 41,1554878.0487804879,элит,высокий,большая
2106,2106,7-комнатная квартира · 411 м²,637500000,"Медеуский р-н, Кайсенова",7,411.0,0,Медеуский р-н,Кайсенова,1551094.8905109488,элит,низкий,большая
2107,2107,1-комнатная квартира · 39.5 м² · 2/9 этаж,14615000,"Медеуский р-н, мкр Думан-2",1,39.5,2,Медеуский р-н,мкр Думан-2,370000.0,эконом,низкий,малая
2108,2108,1-комнатная квартира · 40 м² · 9/9 этаж,30000000,"Алмалинский р-н, Толе би 201",1,40.0,9,Алмалинский р-н,Толе би 201,750000.0,элит,высокий,малая
2109,2109,2-комнатная квартира · 62 м² · 11/15 этаж,62000000,"Алмалинский р-н, Манаса",2,62.0,11,Алмалинский р-н,Манаса,1000000.0,элит,высокий,средняя
2110,2110,2-комнатная квартира · 41 м² · 1/10 этаж,25700000,"Жетысуский р-н, мкр Айнабулак-2 84 — Жумабаева",2,41.0,1,Жетысуский р-н,мкр Айнабулак-2 84 — Жумабаева,626829.268292683,комфорт,низкий,малая
2111,2111,1-комнатная квартира · 32 м² · 2/4 этаж,22000000,"Ауэзовский р-н, мкр №1 27",1,32.0,2,Ауэзовский р-н,мкр №1 27,687500.0,комфорт,низкий,малая
2112,2112,2-комнатная квартира · 45.1 м² · 5/5 этаж,31900000,"Бостандыкский р-н, мкр Орбита-3 8",2,45.1,5,Бостандыкский р-н,мкр Орбита-3 8,707317.0731707317,элит,средний,малая
2113,2113,3-комнатная квартира · 70 м² · 1/9 этаж,30500000,"Алатауский р-н, Алтын Орда",3,70.0,1,Алатауский р-н,Алтын Орда,435714.28571428574,комфорт,низкий,средняя
2114,2114,2-комнатная квартира · 52.6 м² · 3 этаж,43000000,"Алмалинский р-н, улица Гоголя 75/1",2,52.6,0,Алмалинский р-н,улица Гоголя 75/1,817490.4942965779,элит,низкий,средняя
2115,2115,2-комнатная квартира · 57.6 м² · 1/3 этаж,27800000,"Турксибский р-н, Станкевича 9/11 34 — Возле базара",2,57.6,1,Турксибский р-н,Станкевича 9/11 34 — Возле базара,482638.8888888889,комфорт,низкий,средняя
2116,2116,2-комнатная квартира · 56 м² · 12/12 этаж,39000000,"Алатауский р-н, мкр Акбулак, Дарабоз — Момышулы",2,56.0,12,Алатауский р-н,"мкр Акбулак, Дарабоз — Момышулы",696428.5714285715,комфорт,высокий,средняя
2117,2117,1-комнатная квартира · 68.49 м²,65065500,"Медеуский р-н, Жамакаева 254",1,68.49,0,Медеуский р-н,Жамакаева 254,950000.0000000001,элит,низкий,средняя
2118,2118,4-комнатная квартира · 150.1 м² · 6/15 этаж,108000000,"Бостандыкский р-н, мкр Алмагуль, Жарокова 218",4,150.1,6,Бостандыкский р-н,"мкр Алмагуль, Жарокова 218",719520.3197868088,элит,средний,большая
2119,2119,3-комнатная квартира · 150 м² · 12/22 этаж,120000000,"Бостандыкский р-н, мкр Коктем-2, Бухар жырау 27/5",3,150.0,12,Бостандыкский р-н,"мкр Коктем-2, Бухар жырау 27/5",800000.0,элит,высокий,большая
2120,2120,1-комнатная квартира · 45 м² · 12/16 этаж,40000000,"Ауэзовский р-н, Утеген батыра 11",1,45.0,12,Ауэзовский р-н,Утеген батыра 11,888888.8888888889,элит,высокий,малая
2121,2121,1-комнатная квартира · 40 м² · 5/12 этаж,27500000,"Алатауский р-н, Бауыржана Момышулы 2 — Монке би",1,40.0,5,Алатауский р-н,Бауыржана Момышулы 2 — Монке би,687500.0,комфорт,средний,малая
2122,2122,2-комнатная квартира · 51 м² · 8/9 этаж,24999999,"Наурызбайский р-н, мкр Калкаман-2 24 — Ташкенская",2,51.0,8,Наурызбайский р-н,мкр Калкаман-2 24 — Ташкенская,490196.0588235294,комфорт,высокий,средняя
2123,2123,2-комнатная квартира · 53 м² · 17/18 этаж,60000000,Жандосова 94А,2,53.0,17,,,1132075.4716981133,элит,высокий,средняя
2124,2124,2-комнатная квартира · 63 м² · 5/5 этаж,48000000,"Алмалинский р-н, Казбекби 172 — Нурмакова",2,63.0,5,Алмалинский р-н,Казбекби 172 — Нурмакова,761904.7619047619,элит,средний,средняя
2125,2125,3-комнатная квартира · 90 м² · 5/9 этаж,53000000,"Алатауский р-н, мкр Аккент, Мкр. Аккент 24",3,90.0,5,Алатауский р-н,"мкр Аккент, Мкр. Аккент 24",588888.8888888889,комфорт,средний,большая
2126,2126,3-комнатная квартира · 104 м² · 16/20 этаж,67000000,"Бостандыкский р-н, Абая 164/8 — Брусиловского",3,104.0,16,Бостандыкский р-н,Абая 164/8 — Брусиловского,644230.7692307692,комфорт,высокий,большая
2127,2127,4-комнатная квартира · 155 м² · 6/6 этаж,179000000,"Бостандыкский р-н, мкр Мирас, Мкр. Мирас 157",4,155.0,6,Бостандыкский р-н,"мкр Мирас, Мкр. Мирас 157",1154838.7096774194,элит,средний,большая
2128,2128,4-комнатная квартира · 149.2 м² · 3/8 этаж,200000000,"Алмалинский р-н, Кашгарская 69/102 — Курмангазы-Байтурсынова",4,149.2,3,Алмалинский р-н,Кашгарская 69/102 — Курмангазы-Байтурсынова,1340482.5737265416,элит,низкий,большая
2129,2129,1-комнатная квартира · 50 м² · 3 этаж,63000000,"Бостандыкский р-н, Розыбакиева 320",1,50.0,0,Бостандыкский р-н,Розыбакиева 320,1260000.0,элит,низкий,средняя
2130,2130,2-комнатная квартира · 50 м² · 2/3 этаж,55000000,"Медеуский р-н, Толе би — Панфилова",2,50.0,2,Медеуский р-н,Толе би — Панфилова,1100000.0,элит,низкий,средняя
